No.	PN Title	Content	Sector	Customer	Focus	Services	Technology	Application	Tools	Published	Presentation	Author	Name	Project	Modified By	Modified	Item Type	Path
462	Produktauswahl für einen Enterprise Service Bus (ESB)	Für die SOA-Infrastruktur in einer Bank wird ein Enterprise Service Bus ausgewählt. Zühlke unterstützt die Produktentscheidung durch neutrale Begutachtung der führenden Anbieter und einen intensiven Proof-of-Concept.	Banking & Financial services	DZ Bank	Software Solutions	"Integration;#_ Service-oriented Architectures"	Web Services	Information Systems	"J2SE;#JMS;#SOAP;#Apache Axis; Apache Axis 2; JBos; IBM WebSphere MQ; Sun Solaris"	07.07.2008		kal	pn_462_d_esb_auswahl_bank_web.pdf	5074	Martin, Elisabeth	23.07.2010 12:42	Item	services/bd/pn/Project Notes published
461	Open-Source Prototyp für eine SOA-Plattform	Für eine SOA-Plattform wird ein Prototyp aus Open-Source-Komponenten entwickelt. Dieser Prototyp wird genutzt, um die Anforderungen an die Plattform zu validieren und die technische Machbarkeit sicherzustellen.	Banking & Financial services	DZ Bank	Software Solutions	"Consulting;#_ Technology Consulting;#__ Technology Expertise;#Integration;#_ Service-oriented Architectures"	Web Services	Information Systems	"Eclipse;#J2SE;#JMS;#SOAP;#XML;#Apache ServiceMix; IBM WebSphere MQ; Apache Axis; Solaris"	07.07.2008		kal	pn_461_d_opensource_prototyp_web.pdf	5074	Martin, Elisabeth	23.07.2010 12:43	Item	services/bd/pn/Project Notes published
460	Service-orientiertes Personaldaten- Management	Die IWB wollen mit einer Service-orientierten Integrationslösung die Personalverwaltung optimieren. Zühlke übernimmt die Projektleitung, implementiert die Integrationslösung und bildet die IWB Projektmitarbeiter aus.	Energy & Water	IWB	Software Solutions	"Consulting;#_ Methodology;#__ Project management;#Integration;#_ Business Process Management;#_ Service-oriented Architectures"	".NET;#BizTalk;#Web Services"	Information Systems	"C#;#MS SQL;#SAP;#UML;#Windows;#XML;#Axapta; Windows Share Point Services"	24.07.2007	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_460_d_master.ppt	sab	pn_460_d_soa_personalverwaltung_web.pdf	3710	Martin, Elisabeth	23.07.2010 12:44	Item	services/bd/pn/Project Notes published
459	Internetlösung senkt Kosten für Umweltdaten-Erhebung	Mobile und fest installierte Messstatio­nen sammeln eine Vielzahl von Umweltdaten der Schweiz. Zühlke entwickelt eine neue, skalierbare Datenerfassung, die einfach zu bedienen ist und die Daten via Web Service in einer Datenbank ablegt.	Public Sector	inNet	Software Solutions	"Development;#_ Software solutions;#__ Bespoke Solutions"	".NET;#Real-Time and Embedded Software;#Web Services"	"Information Systems;#Rich Internet Applications;#Embedded Systems;#Control Systems;#Sensors/Signal Processing;#Agile Methoden"	"ADO;#ASP .NET;#C#;#HTML;#MS .NET Framework;#ADO.NET; Ajax"	26.10.2007	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_459_d_master .ppt	hop	pn_459_d_umweltmonitoring_web.pdf	3728	Martin, Elisabeth	23.07.2010 12:45	Item	services/bd/pn/Project Notes published
458	Schnelle Markteinführung mit externem Produktmanager	"Der Kunde entwirft eine neue Produktlinie und will eine ambitiöse ""time-to-market"" realisieren. Zühlke übernimmt zentrale Aufgaben im Produktmanagement und ermöglicht eine erfolgreiche Lancierung am Markt."	Transportation & Logistics	Siemens VDO/ Continental	"Product Innovation;#Management Consulting"	"Consulting;#__ Platform & Module strategies;#_ Methodology;#__ Project management"		Innovation Management		01.04.2009		svd	pn_458_d_projektmanagement_fahrgastinfo_web.pdf	2230.01	Martin, Elisabeth	23.07.2010 12:46	Item	services/bd/pn/Project Notes published
457	Mit Software-Plattformen die Entwicklung beschleunigen	Wo höchste Präzision bei kürzesten Entwicklungszeiten gefragt ist, braucht man eine starke Software. Methrom setzt bei der Ionen-Analytik darum auf eine eigens entwickelte, überall einsetzbare Plattformlösung."	Medical & Laboratory Devices	Metrohm	"Product Innovation;#Management Consulting"	"Consulting;#_ Management Consulting;#__ Platform & Module strategies"		"Machine Control Systems;#Innovation Management;#Laboratory software"		23.06.2009		svd	pn_457_d_sw_plattformen_web.pdf	2234.01	Martin, Elisabeth	31.01.2011 15:11	Item	services/bd/pn/Project Notes published
455	Wertschriftentransaktionen komfortabel verarbeitet	Ein neues System soll die Abrechnungsdaten von Wertschriftentransaktionen verarbeiten. Zühlke unterstützt Raiffeisen beim Requirements Engineering, beim Erstellen der Architektur und bei der Entwicklung der Kernapplikation.	Banking & Financial services	Raiffeisen	Software Solutions	"Consulting;#_ Technology Consulting;#__ Technology Consultation;#Development;#__ Development support"	Java EE	Information Systems	"IBM Websphere;#J2EE;#XML"	04.09.2007	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_455_d_master.ppt	sbn/jdi	pn_455_d_wertschriftentransaktionen_web.pdf	3559	Martin, Elisabeth	27.07.2010 08:26	Item	services/bd/pn/Project Notes published
454	Bessere Qualität mit Java EE Anwendungsarchitektur	Bessere Qualität mit geringeren Kosten – dieses ehrgeizige Ziel will Raiffeisen mit einheitlichen Anwendungsarchitek­turen erreichen. Mit der Unterstützung von Zühlke gelingt dies im ersten Anlauf.	Banking & Financial services	Raiffeisen	Software Solutions	"Consulting;#_ Technology Consulting;#__ Technology Consultation"	Java EE	Information Systems	"Eclipse;#IBM Websphere;#J2EE;#XML"	04.09.2007	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_454_d_master.ppt	sbn/jdi	pn_454_d_java_ee_architektur_web.pdf	3578	Martin, Elisabeth	27.07.2010 08:27	Item	services/bd/pn/Project Notes published
453	Moderne Java EE Lösung für das Rentenmanagement	Eine Java EE basierte Lösung soll die umfangreiche Host-Applikation für das Rentenmanagement der Suva ersetzen. Zühlke unterstützt den Kunden bei der Entwicklung der Kernapplikation durch Teamleitung und Java-Entwicklung.	Insurance	suva	Software Solutions	"Development;#_ Software solutions;#__ Bespoke Solutions;#__ Development support;#__ Project management"	"Java EE;#Web Services"	Information Systems	"BEAWebLogic;#Eclipse;#Java EE;#J2EE;#JDBC;#Rational Rose;#RUP;#SAP;#SessionBeans;#UML;#EntityBeans; DB2"	23.10.2007	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_453_d_master .ppt	pd/jdi	pn_453_d_versicherungsapplikation_web.pdf	3519	Martin, Elisabeth	27.07.2010 08:27	Item	services/bd/pn/Project Notes published
452	Datenmigration – Schlüssel zur Host-Ablösung	Der Aufwand für eine Datenmigration beim Ersetzen von veralteten Applikationen wird oft unterschätzt. Dank der Erfahrung und dem Einsatz von Zühlke stehen die umfangreichen Daten rechtzeitig für die neue Applikation bereit.	Insurance	suva	Software Solutions	"Development;#_ Software solutions;#__ Development support"	Java EE	"Information Systems;#Migration"	Data Junction	22.01.2008	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_452_d_master .ppt	pd/jdi	pn_452_d_datenmigration_web.pdf	3519	Martin, Elisabeth	27.07.2010 08:28	Item	services/bd/pn/Project Notes published
451	GMP-konformes Testsystem für neue Brustpumpe	Basierend auf einem Handprüfplatz für den Endtest einer Brustpumpe entwickelt Zühlke ein neues Testsystem. Es bietet einen automatischen Testablauf, paralleles Prüfen zweier Pumpen, mehr Durchsatz und größere Testtiefe.	Medical & Laboratory Devices	Medela	Product Innovation	"Consulting;#_ Methodology;#__ Testing;#Development;#_ Product innovation;#__ Test Engineering"	LabVIEW	"Control Systems;#Machine Control Systems"	LabVIEW	11.05.2007	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_451_d_master.ppt	fgt/fit	pn_451_d_testsystem_brustpumpe_web.pdf	1758	Martin, Elisabeth	27.07.2010 08:28	Item	services/bd/pn/Project Notes published
450	Architekturmanagement für Kundencenter-Software	Mit einer toolunterstützten Architektur­analyse und anschließendem Refactoring unter­stützt Zühlke die Anpassung einer Inter­net-Applikation. Der Kunde profitiert von einem markanten Wett­bewerbsvorteil im dynamischen Markt.	Telecommunications	Swisscom	Software Solutions	"Consulting;#_ Technology Consulting;#__ Technology Expertise;#Development;#_ Software solutions;#__ Bespoke Solutions;#__ Development support"	J2EE	"Information Systems;#Rich Internet Applications"	"Eclipse;#HTML;#Java EE;#Java Script;#JSP;#SessionBeans;#SOAP;#Struts;#UML;#Sotograph; Tomcat; JBoss; Ant"	14.05.2007	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_450_d_master.ppt	fbo	pn_450_d_kundencenter_sw_web.pdf	3564.27	Martin, Elisabeth	27.07.2010 08:29	Item	services/bd/pn/Project Notes published
448	Heizkosten im Griff	Ein mobiles Gerät beschleunigt und vereinfacht den gesamten Prozess rund um die Heizkostenabrechnung. Für die neue Software setzt Zühlke die hohen Anforderungen an sichere Datenübertragung und effiziente Nutzbarkeit um.	Energy & Water	Ista	Software Solutions	"Development;#_ Software solutions;#__ Development support"	"Windows CE;#Model-Based Design"	Mobile Computing	"C#;#C++;#MS .NET Framework;#MS SQL;#Rhapsody"	03.09.2007	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_448_d_master.ppt	rth	pn_448_d_Heizkosten _web.pdf	5072.03	Martin, Elisabeth	27.07.2010 08:29	Item	services/bd/pn/Project Notes published
447	SOA-Evolution einer Software­lösung für die Produktion	Ein Softwareanbieter konsolidiert seine bestehenden, erfolgreichen Produkte und stellt diese über mehrere Jahre schrittweise um, indem neue Technologien und service-orientierte Ansätze zum Tragen kommen.	Automotive	IBS	Software Solutions	"Consulting;#__ Business Process Management;#__ IT Strategy & Enterprise Architecture;#Development;#_ Software solutions;#__ Development support;#Integration;#_ Service-oriented Architectures"	".NET;#BizTalk"	"Information Systems;#Rich Internet Applications;#Information Management"	"ADO;#C#;#MS .NET Framework"	21.07.2008		sgr	pn_447_d_soa_evolution _web.pdf		Martin, Elisabeth	27.07.2010 08:30	Item	services/bd/pn/Project Notes published
446	Produktionstestsystem für ein teilimplantierbares Hörgerät	Zühlke entwickelt und realisiert ein Testgerät zum Prüfen der Elektronik eines teilimplantierbaren Hörgerätes. Der Kunde profitiert von der multidiszi­pli­nären Entwicklungsumgebung und erhält das System aus einer Hand.	Medical & Laboratory Devices	Cochlear Acoustics	Product Innovation	"Consulting;#_ Methodology;#__ Product Development Process;#Development;#_ Product innovation;#__ Test Engineering"	LabVIEW	Sensors/Signal Processing	"LabVIEW;#PorE; Orcad"	20.02.2007	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_446_d_master.ppt	kr	pn_446_d_test_hoergeraet_web.pdf	p1666	Martin, Elisabeth	27.07.2010 08:31	Item	services/bd/pn/Project Notes published
444	Design-Review für die Elektronik eines Messgerätes	Ein Hersteller im Bereich Medizintechnik entwickelt neue Messgeräte zur Blutzuckerbestimmung. Zühlke unterzieht die Elektronik einem Design-Review und macht Optimierungsvorschläge für einige Details.	Medical & Laboratory Devices	Roche Diagnostics	Product Innovation	"Development;#_ Product innovation;#__ Simulation & Calculation"			MathCad	26.02.2007	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_444_d_master.ppt	sp	pn_444_d_review_elektronik_web.pdf	1537	Martin, Elisabeth	27.07.2010 08:32	Item	services/bd/pn/Project Notes published
443	Design-Review für Miniatur-Fotometer	Zühlke Experten führen bei Abschluss wichtiger Entwicklungsphasen einen Design-Review durch. Dies gibt dem Hersteller im Medizinbereich Sicherheit für eine spätere einwandfreie Funktion seiner Großserienprodukte im Markt.	Medical & Laboratory Devices	Roche Diagnostics	Product Innovation	"Development;#_ Product innovation;#__ Simulation & Calculation"	Optics	Sensors/Signal Processing	OptiCad	26.02.2007	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_443_d_master.ppt	sp	pn_443_d_review_fotometer_web.pdf	1491	Martin, Elisabeth	27.07.2010 08:32	Item	services/bd/pn/Project Notes published
442	Design-Review einer Stechhilfe für Diabetiker	Je größer die Stückzahl, desto wichtiger ist eine fehlerfreie optimale Konstruktion. Mit einem Design-Review prüft Zühlke die Sicherheit der Fertigung und verbessert die Nutzungseigenschaften eines Medizinprodukts erheblich.	Medical & Laboratory Devices	Roche Diagnostics	Product Innovation	"Development;#_ Product innovation;#__ Product development"	Plastics Technology		"MS Excel;#Visual Studio .NET;#Pro/Mechanica (FEM); MTM-UAS; MTM-Prokon"	26.02.2007	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_442_d_master.ppt	sp	pn_442_d_review_stechhilfe_web.pdf	1541	Martin, Elisabeth	27.07.2010 08:32	Item	services/bd/pn/Project Notes published
436	Sicherheit auf Schienen ist messbar	Mit einem Messsystem prüft die SBB das dynamische Fahrverhalten von Zügen auf Sicherheit und Komfort. Zühlke entwickelt ein neues System welches das bestehende technologisch ablöst und erweitert.	Transportation & Logistics	SBB	"Software Solutions;#Product Innovation"	"Development;#_ Software solutions;#__ Bespoke Solutions;#_ Product innovation;#__ Product development"	"Real-Time and Embedded Software;#Digital Engineering"	"Embedded Systems;#Sensors/Signal Processing;#Measuring Systems"	"C++;#CruiseControl;#Eclipse;#Hibernate;#J2SE;#Mantis;#Matlab;#MS Excel;#Patterns;#RUP;#UML;#Windows;#XML;#XSL;#MySQL; Magicdraw UML; Subversion; Maven"	28.06.2007	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_436_d_master.ppt	rbr, rek, chw, rma	pn_436_d_messsystem_zuege_web.pdf	P.3623	Martin, Elisabeth	27.07.2010 08:34	Item	services/bd/pn/Project Notes published
435	Alp View: Freude am Planen	Über 250 Anwender planen bei Alstom die Auslegung von Kraftwerken mit der Software ALPRO. Zühlke portiert das Data Management dieser Software auf .NET und verbessert gleichzeitig die bestehende Version.	Energy & Water	Alstom	Software Solutions	"Development;#_ Software solutions;#__ Bespoke Solutions"	.NET	Migration	"ADO;#C#;#MS .NET Framework;#RUP;#UML;#Windows;#XML"	30.05.2007	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_435_d_master.ppt	klu, hjs	pn_435_d_alpview_web.pdf	3584	Martin, Elisabeth	27.07.2010 08:34	Item	services/bd/pn/Project Notes published
434	Agil zur Community Event Zone	Mit einem neuen Produkt laden Teilnehmer Fotos ins Internet, die andere ansehen und kommentieren können. Zühlke definiert das agile Entwicklungsvorgehen für die Anpassung einer vorhandenen Software.	Telecommunications	Swisscom	Software Solutions	"Consulting;#_ Methodology;#__ Software Development Process;#__ Project management"	"Agile Methods;#Web Services"	Rich Internet Applications	"Web 2.0; trac"	13.03.2007	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_434_d_master.ppt	rma	pn_434_d_event_zone_web.pdf	P3564.31	Martin, Elisabeth	27.07.2010 08:35	Item	services/bd/pn/Project Notes published
433	ep2 Gateway für die M-Budget MasterCard	Für die Anbindung und die Verarbeitung der M-Budget MasterCard der Migros benötigt GE Money Bank einen ep2 Gateway. Zühlke nimmt die Anpassung und Implementation des Acquirer ep2 Gateways in nur fünf Monaten vor.	Banking & Financial services	GE Money Bank	Software Solutions	"Development;#_ Software solutions;#__ Bespoke Solutions"	.NET	Electronic Payments	"ADO;#C#;#C++;#HTML;#MS .NET Framework;#MS SQL;#Patterns;#RUP;#UML;#Windows;#XML"	09.01.2007	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_433_d_master.ppt	hop	pn_433_d_ep2_credit_card_web.pdf	3709	Martin, Elisabeth	27.07.2010 08:35	Item	services/bd/pn/Project Notes published
432	Anlagensteuerung einfach mit LabVIEW entwickeln	Eine Produktionsanlage soll ersetzt werden. Zühlke unterstützt das Team beim Aufbau des benötigten LabVIEW Know-hows, konzipiert und implementiert die benötigte Software in Zusammenarbeit mit dem Kunden. 	Measuring, Steering & Control	Inficon	Product Innovation	"Development;#_ Product innovation;#__ Product development"	LabVIEW	Machine Control Systems	"LabVIEW;#Windows"	09.02.2007	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_432_d_master.ppt	jen	pn_432_d_anlagensteuerung_web.pdf		Martin, Elisabeth	27.07.2010 08:35	Item	services/bd/pn/Project Notes published
